shares,text,misinformation,source,revision
1,"OMS, é chinesa, e tem um ministro etíope que não é médico.

https://youtu.be/3N8ENVqXFGE",1,,
1,"Eu acho que este corona virus ainda vai me deixar louca :D eu poderia estar no barzinho, numa danceteria, ou numa lanchonete, poem até o burguer king, habibis e hospitais, todas as tv ligadas passa o que, o que? É sim, globo :P",0,,
1,"😉Chega  de mimimi... *somos  do tempo que creme dental Kolynos era com cloroquina!* 
😳Descobri pq estamos imunes!
🎧ouça o áudio...",1,https://www.boatos.org/saude/creme-dental-kolynos-cloroquina-propaganda.html,
1,SP começa a testar vacina contra coronavírus em humanos em julho - http://r7.com/zP5B,0,,
1,"//**// FAKE NEWS OFICIAL. VACINA ANUNCIADA PELO DESGOVERNADOR NA VERDADE É FABRICADA NA CHINA. POPULAÇÃO DE SP SERÁ COBAIA \\**\\
Como esse cara gosta de tentar iludir a população. Anunciou que ""Governo de São Paulo vai testar e produzir vacina contra coronavírus"". Ai, nas entrelinhas, ele explica que a vacina está sendo produzida por empresa chinesa e que ele vai realizar 9 mil testes em SP podendo, lá na fente, produzir aqui a vacina contra a peste chinesa.
Oras senhor desGovernador, seria muito mais interessante, e mais barato aos cofres públicos, o senhor admitir o uso da Hidroxidocloroquina e começar a produzí-la, de fato, imediatamente. 
O diretor do Instituto Butantã e coordenador da Comissão Covid, Dimas Covas, disse que ""em um primeiro momento a vacina virá da China""

Tenha dó senhor desGovernador... o nariz continua crescendo!!!

https://m.facebook.com/story.php?story_fbid=10221657456841315&id=1101101362",1,,
1,"```*ALERTA AOS BRASILEIROS!* 

Atentem todos, principalmente os que estão decepcionados com o governo Bolsonaro. Uma colega de turma, oftalmo na Argentina, que pouco se manifestava nas brigas envolvendo a esquerda e a direita, hoje, postou essa mensagem no grupo de que fazemos parte. Por favor, leiam com atenção! É importante pra todos!

""Oi, meus amigos, hoje, acordei com a intenção de contar pra vocês um pouco da situação que nós, argentinos, estamos vivenciando no nosso país, e trago esta mensagem como ALERTA!! Para aqueles que  acharem não ser interessante, apenas delete. Mas não deixem de compartilhar! Quando o Macri ganhou as eleições, foi como um sopro de ar fresco para o país. Voltou a esperança! Mas, quando vimos que ele não era capaz de tirar o país do fundo do poço (onde ele o encontrou), os que votaram nele se dividiram decepcionados. Então, na eleição seguinte, voltou ao poder o governo que  tinha colocado o país naquela situação de outrora! Hoje, depois de 61 dias de quarentena obrigatória, e que parece que se prolonga novamente, o país está pior do que nunca esteve. As empresas foram obrigadas a continuar pagando  salários integrais aos seus funcionários e proibidas de despedir aqueles que julgavam não ser capazes de continuar pagando. Resultado: 60 mil empresas fecharam suas portas no país. O governo “ajudou” algumas empresas, mas, agora, fala-se que as empresas também devem pertencer ao governo que as ajudou. Fala-se em expropriação. A fila nos refeitórios de ajuda às famílias de baixos recursos aumentou, e foram agregadas mais de 2.000 familias de classe média, que, hoje, passaram a depender desse benefício. Enquanto isso, foram retiradas todas as causas por corrupção da antiga presidente, hoje vice, e foram libertados todos aqueles infratores que o governo Macri conseguiu prender durante seu mandato, aí incluídos politicos, assassinos, sequestradores, etc. O coronavírus está bem controlado, o que era de se esperar, já que estamos todos encerrados em casa, apenas para postergar o pico que virá quando terminar a quarentena. Então, brasileiros, espelhem-se na Argentina e avaliem bem o que querem para o Brasil, tanto no campo da Saúde como no da Economia! Espero que tenham melhor sorte que nós...
 🥺” 

Cito a autora: Dra. Daniela Ribeiro.   É por isso que deixo a pergunta: QUEM VOCÊS QUEREM NO LUGAR DO PRESIDENTE BOLSONARO? TEMEM OU NÃO O COMUNISMO SER INSTALADO NO BRASIL? UNAM-SE POVO BRASILEIRO, UNAM-SE! Não entreguem seu país a quem só quer a corrupção,  o poder, a riqueza para si e para os seus. Não há um outro político no Brasil mais patriota do que Bolsonaro; esqueçam seus defeitos e foquem nas virtudes. Que Deus os ajudem 🙏```
Obgd por lerem ate aqui... 
#ToninhoBolsonaro2020
🇧🇷👍🤝💪🇧🇷👍🤝💪🇧🇷",1,,
1,A China venceu a guerra sem dar um tiro e ninguém notou isso,1,,
1,"Mais transparência! Tinha um tempo que a mídia falava sozinha, com a tecnologia isso mudou. Cada pessoa é um produtor e disseminador de notícia. Chegou ao fim o monopólio da informação. Algo muito bom e saudável para a sociedade. As vozes se multiplicaram e o espaço para discutir ideias se tornou infinito. O Jornal Nacional e outros meios manipulam a informação quando afirmam que eu sugeri maquiar os dados de covid-19 divulgados pelo Ministério da Saúde. A verdade é que pedi mais transparência para que as pessoas sejam informadas corretamente. Um direito de todo cidadão. Neste momento precisamos de união e a mídia tem papel importante nisso. Juntos podemos muito mais pelo Brasil. Assista o vídeo e entenda.",0,,1
1,"O Presidente da República, Jair Bolsonaro, assinou uma medida provisória que vai liberar um novo saque extraordinário do FGTS (Fundo de Garantia por Tempo de Serviço), limitado ao valor de R$1.045 como uma das medidas de estímulo da economia contra os impactos financeiros provocados pela pandemia do novo coronavírus no Brasil.👉🏻",0,,
1,"CHINESES ESPALHADOS PELO MUNDO, ESTÅO ESCONDIDOS NAS EMBAIXADAS ESPALHANDO VÍRUS EM TODOS OS LUGARES INCLUSIVE NO BRASIL. A POLÍCIA TEM QUE MONITORAR CADA CHINES NO BRASIL, INCLUSIVE DENTRO DESSAS EMBAIXADAS.",1,,
1,"Penso que ele deveria ser preso, para explicar essa conversa. O vírus começou em janeiro de 2020 e ele.ja fez um acordo da vacina em agosto de 2019!!!! Penso que houve crime contra a pátria porque se aliou a país estrangeiro para prejudicar o povo brasileiro e o Brasil.",1,,
1,"Alguém vai procura um oftalmologista para consultar sobre a hérnia de disco? Alguém vai em um ginecologista fazer exame de próstata? 

Por que, então, no meio de uma pandemia, estamos contrariando os virologistas e ouvindo o que diz um ortopedista? 

Eu não entendo absolutamente nada de medicina. Por isso, pra formar a minha opinião, pesquiso dados e fatos e vou buscar a opinião dos especialistas. 

No caso do COVID-19, tudo é muito claro. A Hidroxicloroquina ministrada em conjunto com Azitromicina, em 90% dos casos, vem dando resultados positivos, inclusive entre pacientes do grupo de risco.

 Principalmente quando o tratamento é iniciado no começo dos sintomas, antes de acontecer o comprometimento severo dos pulmões. 

QUAL O MOTIVO de o Ministro da Saúde não recomendar o tratamento? 

QUAL O MOTIVO de o Ministro da Saúde não considerar uma hipótese que obtém 90% de acerto? 
Efeitos colaterais?

Todos os medicamentos têm. A Hidroxicloroquina é uma droga com quase um século de existência; tão segura que é ministrada PREVENTIVAMENTE em pessoas que vão para áreas endêmicas da malária. 

Falta de estudos mais profundos no combate do Coronavirus? Obvio que não existirão estudos profundos. É uma doença nova.

 Quando o H1N1 surgiu, também não existiam estudos profundos sobre a eficácia do Tamiflu no combate àquela doença. Nem por isso deixou de ser ministrado (com sucesso). 

O H1N1, aliás, que teve mais de 58.000 casos confirmados e matou mais de 2000 pessoas, em 2009, não chegou nem próximo de causar tamanha histeria.
 
Na época, trabalhava interno na Delegacia de Policia Civil. O delegado regional nos chamou, disse pra não cumprimentarmos ninguém com aperto de mão e colocou um frasco de álcool em gel na mesa do plantão. Pronto! Vida que segue... 

Em 2019, ainda, o mesmo H1N1 matou 800 pessoas no Brasil. Quase o dobro do que o ""novo Corona Vírus"", até agora. Se formos seguir o raciocínio alarmista, então, deveríamos estar isolados há 11 anos. 

É nítido e claro que as decisões do Ministro da Saúde estão sendo provocações abertas ao Presidente. Não por acaso, de uma hora para outra, Mandetta, que era odiado pela esquerda e pela imprensa, por ter sido um dos deputados que votou pelo impeachment de Dilma, virou o queridinho da oposição. 

Nem sei quantas vezes o anúncio do pico de infecção foi mudado; nem sei quantas vezes o próprio ministro mudou de posição em relação ao isolamento. Se Bolsonaro cometesse metade dessas contradições, já estaria sendo massacrado pela imprensa (mais do que já é). 

Apoiar um isolamento horizontal, que está arrastando o país para uma crise sem precedentes, SEM QUALQUER COMPROVAÇÃO CIENTÍFICA e, ainda, gastar mais de 1 BILHÃO DE REAIS na compra de respiradores DA CHINA, a causadora de todo o caos, enquanto a indústria nacional sucumbe, não é gestão de crise. É SABOTAGEM!

Quando Mandetta for, já estará indo tarde e deixando muitas viúvas entre os oposicionistas. Deverá permanecer sendo lembrado, porém, na hora de contabilizarmos os desempregados que ficarão, depois dessa quarentena desastrosa, que já poderia ter sido abreviada, há muito, se a cura disponível tivesse sido autorizada. 

Negar tratamento eficiente, para fazer manipulação política e sustentar um isolamento irresponsável é CRIMINOSO. 

Infelizmente, cega pelo medo, a população não está enxergando que o objetivo é puramente sufocar o Brasil, mesmo que, para isso, os doentes também sufoquem. 

""Nenhum homem merece uma confiança ilimitada. Na melhor das hipóteses, a sua traição espera uma tentação suficiente.""
(MENCKEN, Henry L.)

Felipe Fiamenghi - 06/04/20

--------------
E a Índia, nação com mais de Um Bilhão de Habitantes, autoriza primeiramente que os profissionais de saúde tomem o Hidroxicloquina de de forma preventiva, para estarem mais prwparados para atender à população que venha a ser infectada com o Vírus Comunista!

Não perca esta apresentaçao! ✌🏼

https://youtu.be/2Fke4xmY9CE",1,,1
1,"A CULPA PELO CAOS QUE JÁ ESTÁ COMEÇANDO A SER FEITO HOJE NA AV. PAULISTA EM SP PELOS TERRORISTAS COMUNISTAS DISFARÇADOS DE TORCIDA ORGANIZADA DA GAVIAO DA FIEL/CORINTHIANS QUE É O TIME DO COMUNISTA LUIS INACIO ""MOLUSCO"" DA SILVA/DIRCEU/FORO DE SP/ CHINA COMUNISTA/BILDEBERGS DO $OROS/GATES E DO ASSASSINATO EM MASSA QUE SERÁ PROVAVELMENTE PERPETRADO PELOS TERRORISTAS COMUNISTAS DA CHINA COMUNISTA E DO $OROS PARA DESTRUIR O QUE RESTA DO GOVERNO BOLSONARO E COM A NOSSA PARCA LIBERDADE!!!

E VCS SABEM DE QUEM É A CULPA?
DESTE POVO IMBECIL,ABECEDADO,IGNORANTE QUE DESDE 2019 NÃO EXIGE ISSO AQUI PRA DAR UM FIM NESTA BOSTA TODA ANTES QUE SEJA MUITO TARDE!!!

*A solução para retirar o Brasil das Mãos dos Terroristas Comunistas Ladrões e Corruptos é essa antes que seja muito tarde!*

Quer uma vida melhor para vc e para as gerações futuras que são as crianças????
Faça isso para se salvar e para SALVAR O POVO da CENSURA/CONTROLE SOCIAL, ESCRAVIDÃO e da MORTE que já está batendo nas nossas portas!!!!

https://m.youtube.com/watch?v=jO3qEUVXvp8",1,,
1,"Governo do Pará adota hidroxicloroquina na rede hospitalar - TV Cidade News
https://www.tvcidadenews.com.br/2020/04/governo-do-para-adota-hidroxicloroquina.html",0,,
1,"O MÉDICO QUE NÃO QUER FALAR SE ELE FOI TRATADO COM HIDROXICLOROQUINA

- É motivo pra pânico?
Dr. David Uip: um exagero. Nós estamos diante de mais um processo viral",1,,
1,"⚠️🤣🤣 *EXTRA! EXTRA! BOMBA*

*PEGARAM O MEDICO DO DORIA NA MENTIRA*
Ora... ora... conforme a imagem, PARECE QUE SUPOSTAMENTE o próprio David Uip receitou pra si mesmo o DISFOFATO DE CLOROQUINA para tratar-se do coronavírus. E aí doutor, que trabalha para o João Dória, tomou ou não tomou a CLOROQUINA?

https://twitter.com/edsonsalomaomc/status/1247682091162238977",1,,
1,"Instituo Nacional de Saúde americano disse, em documento de 2005, que ""a cloroquina é um potente inibidor da infecção e contaminação por coronavírus da SARS"". Isso torna OMS e China os maiores GENOCIDAS ATUAIS. Omitiram a CURA e espalharam a DOENÇA: https://ncbi.nlm.nih.gov/pmc/articles/PMC1232869/",1,,1
1,Assassino/ muitas pessoas morreram por sua causa de não liberar o cloroquina 😡😡😡😡😡,1,,
1,"São *farsantes* de marca maior , armaram contra os países pra provocar desestabilização essa orquestração tem inclusive a participação da ditadura comunista chinesa ... O buraco é bem mais embaixo...",1,,
1,"Medidas do Governador Camilo Santana, para socorrer o povo Cearense nesta pandemia de Corona vírus:

Prorrogação dos vencimentos do IPVA: Não

Redução ICMS sobre conta de Luz: Não

Redução ICMS sobre conta de água: Não

Redução ICMS sobre combustíveis: Não

Redução ICMS sobre Industria: Não

Redução ICMS sobre Comércio: Não

Redução ICMS sobre telefonia/internet: Não

Auxílio renda mínima do Governo Estadual a trabalhadores informais e autônomos: Não

Governo Estadual ajuda empresas a pagar salário dos  funcionários para evitar demissões: Não

Redução dos salários do alto escalão do executivo estadual e uso desta verba na saúde: Não

Projeto de lei pros colégios e universidades privadas darem um desconto de no mínimo 30% pros pais de alunos, já que não estão havendo aulas e não estão tendo despesas com água e energia. Não

Será que o problema é mesmo o Presidente da República e o Governo Federal?",0,,1
1,"_Exemplo do que deveria ser a política nacional para o enfrentamento da epidemia do vírus chinês._

https://noticias.criticanacional.com.br/2020/06/09/cidade-de-itapemirim-es-distribui-kits-gratuitos-de-cloroquina-contra-virus-chines/",1,,
1,Pessoal vejam esse vídeo é a data em que Doria fechou o acordo com a China para produzir a vacina do covid.,1,,
1,"_A farsa em torno da epidemia do vírus chinês ensejou três grande falácias que vão contra tudo o que já se sabe em medicina._

https://noticias.criticanacional.com.br/2020/06/09/as-tres-grande-falacias-medicas-ensejadas-pela-epidemia-do-virus-chines/",1,,
1,"Médico chefe da equipe do João Doria pegou coronavirus, foi curado e negou dizer se tomou ou não cloroquina .... Alguém aí dúvida que ele tomou o medicamento kkkkk",1,,
1,"https://renovamidia.com.br/india-volta-a-exportar-cloroquina-apos-pedidos-de-bolsonaro-e-trump/
Mais coisas boas, para a tristeza de alguns!",0,,
1,Confira essa história: OMS: transmissão de Covid-19 por assintomáticos é 'muito rara' – Jovem Pan https://flip.it/bhLwhq do Flipboard.,0,,
1,"Começou a lavagem cerebral comunista no Brasil, via grande mídia! Além dos chineses estarem comprando setores estratégicos no Brasil, como a produção agrícola, distribuição de energia, etc.",1,,
1,"Na tradicional coletiva de imprensa diária da Casa Branca sobre o coronavírus, hoje, Peter Navarro, conselheiro de Trump, acaba de falar em alto e bom som que se há algo que os EUA estão aprendendo com a atual crise é que o país não pode mais depender tanto da cadeia de distribuição global. Falta uma série de coisas nos EUA que ninguém “imaginava” ser possível. 

Muita coisa essencial só pode ser obtida hoje se comprada fora do país. Medicamentos básicos e essenciais deixaram de ser produzidos nos EUA nas ultimas décadas. A indústria americana foi dizimada pelos últimos presidentes.

Um militar foi anunciado hoje como coordenador das ações de supply chain para a crise. O que o almirante anunciou é que já foram operacionalizados 6 vôos militares internacionais para abastecer os EUA com itens emergenciais; outros 28 vôos já estão agendados para os próximos dias. 

Navarro citou a dependência quase total de medicamentos vindos de fora (China, ok?) e de suprimentos e equipamentos de saúde. Tudo aquilo que já sabemos. Mas o mais importante da sua fala foi quando disse que há hora certa para tudo. Agora os EUA precisam resolver os problemas mais imediatos mas a hora de enfrentar esse desequilíbrio calamitoso vai chegar.

Peter Navarro deixou extremamente claro que isso vai mudar e que esse tipo de situação “não vai se repetir mais”. O que ele quis dizer é que na hora certa o governo americano vai entrar com força total nessa questão da dependência externa, leia-se CHINA.

Navarro tem preparado rascunhos de ordens executivas e projetos para botar fim nisso. Não estranhem o fato de Trump ter parado de chamar a peste de “coronavírus chinês” para chamar de COVID-19. Ele não aderiu ao politicamente correto. O xadrez está sendo jogado num nível muito mais alto que dos meros mortais.

Os EUA vão ganhar esse confronto com a China — que ai da está para começar, vão ganhar também seus mais próximos aliados. Nunca foi tão importante estar ao lado de países como a América. Quem estiver junto, na mesma barca, vai participar desse redesenho que só os EUA têm o cacife para iniciar.

Aos deslumbrados com a China no bananal brasileiro, um recado: o dinheiro chinês não vai comprar a fúria americana contra os culpados por essa desgraça mundial que o mundo tá vivendo. 

Aguardem a hora certa.",0,,
1,"Covid19
11.130 - contaminados
486 - mortes",0,,
1,A grande muralha dá China,0,,
1,"Olha o Corona vírus,...VAI PRA CASA!
#fiqueemcasa",0,,
1,Primeiro caso da mistura do covid 19+zica+H1N1+gripe suína,1,,
1,"*Governadora petista do RN irá usar o único hospital público  para tratamento de pandemia, ""deixando a população em risco"" diz sindicato, assista vídeo*


Infelizmente, a gestão da Governadora Fátima Bezerra não priorizou a Saúde no Rio Grande do Norte, pois já vimos diversos hospitais fechados e até inúmeras greves da categoria, médicos inclusive. O Governo Federal já enviou milhões de recursos para o RN e, a primeira providência da governadora foi tratar de propaganda da “ações do governo no combate ao Corona vírus.”

 http://www.atrombetanews.com.br/2020/04/02/governadora-petista-do-rn-ira-usar-o-unico-hospital-publico-para-tratamento-de-pandemia-deixando-a-populacao-em-risco-diz-sindicato-assista-video/",0,,
1,"*Médica e cientista Nise Yamaguchi reúne-se com o presidente Bolsonaro e propõe a adoção do tratamento precoce com cloroquina em todo o Brasil.*


Cerca de 400 pessoas que apresentaram os sintomas de coronavírus receberam a hidroxicloroquina em casa, sem precisar passar pelo pronto-socorro. Desse total, 200 já receberam alta e nenhum ― repetimos: nenhum ― precisou ser internado. “É um achado muito significativo, porque estamos falando de quase meio milhão de pessoas, com mais de 60 anos, vulneráveis, com comorbidades (outras doenças)”, observa a médica


 http://www.atrombetanews.com.br/2020/04/05/medica-e-cientista-nise-yamaguchi-reune-se-com-o-presidente-bolsonaro-e-propoe-a-adocao-do-tratamento-precoce-com-cloroquina-em-todo-o-brasil/",0,,
1,"_Casos de insuficiência respiratória chegaram a 9.555 óbitos somente no mês de março, mas estão abaixo do registrado no ano passado, quando foram 11.230. Para pneumonia, foram 13.637 mortes em março e 14.833 no mesmo período do ano passado. Desde o dia 16 de março, data das primeiras mortes confirmadas ou suspeitas por covid-19, foram 4.485 óbitos por insuficiência respiratória e 6.417 por pneumonia. No mesmo período de 2019 foram 6.264 mortes por insuficiência respiratória e 8.324 por pneumonia._

UM MINUTO DE SILÊNCIO PELA MORTE DA NARRATIVA DA ""SUBNOTIFICAÇÃO DE MORTES"" 🤫

https://noticias.r7.com/brasil/plataforma-dos-cartorios-reune-informacoes-de-mortes-por-covid-19-03042020?amp&__twitter_impression=true",0,,
1,"Que coincidência !!!! Quão grande é nosso Deus, o governo organizou o fechamento de 26 de março de 2020 e o versículo bíblico Isaías 26:20 diz: Vá para casa, meu povo, e feche as portas! Esconda-se um pouco até que a ira dos Senhores tenha passado, não é surpreendente? Beyond E além disso ... O Senhor ordenou um confinamento durante a Páscoa no Egito ... quando o Anjo da morte passou ... os israelitas foram protegidos pelo sangue do cordeiro - quinta-feira, 16 de abril é quando termina Páscoa ... Como todos sabem, é quando o bloqueio é suspenso ... 21 dias é o dia 16. O momento de Deus é incrível ow Uau, e estamos todos protegidos ... então podemos pensar que não é difícil ficar em casa ... mas ... É de Deus. Eles me pediram para fazer parte de um milhão de mensagens de oração do Senhor para parar e parar o Coronavírus. A idéia é que você ore e depois passe a mensagem para outras 8 pessoas. Deixe-me saber se você não puder, para não quebrar a bênção da oração. Levei 30 segundos para fazê-lo! Pai Deus em poderoso nome de Jesus! Oro, falo e declaro cura em toda a terra! Estamos de pé e confiando em SUAS promessas! Fomos curados por suas feridas! Toque as mentes e corações de nossos líderes! Peço humildemente que seja feita a sua vontade! Oro uma bênção especial para aqueles que leem essa oração e a transmitem a outros! Declaro e decreto Vitória em Jesus! Amém! Glória a Deus! Amém, diga amém! Agora passe !!!!!!! Obrigada",1,,
1,"*URGENTE!*

CORONAVÍRUS: QUARENTENA FAZ DIMINUIR NÚMERO DE CORNOS EM TODO BRASIL

O número de casos de cornos caiu em todo Brasil nos últimos dias, por causa da pandemia do novo coronavírus.  Segundo a Associação dos Cornos do Ceará, a queda aconteceu porque o acesso do Ricardão está mais difícil e arriscado devido os cornos ficarem em casa e não sair nem um instante.

 _“Imagina só, para o pé-de-pano entrar ele precisar de uma oportunidade, seja a hora que o marido sai para assistir um jogo ou ir no barzinho tomar uma pinga, é nessa hora que o cara ta la mais a mulher do corno, e agora com essa quarentena o marido não sai mais de casa, passa o dia dormindo no sofá, isso está sendo muito ruim para o setor, e por isso nosso setor está sendo muito prejudicado.”_ Afirmou Paulão, comedo profissional de casadas.

Além disso, as chamadas para os serviços de emergências para atender cornos tentando se matar caíram drasticamente. Desde que começou a quarentena, a queda foi de mais de 60%, no comparativo com o mesmo período no ano passado. https://br.archivezap.live/2020/04/coronavirus-quarentena-diminui-numero-de-cornos-em-todo-brasil.html",0,,
1,Essa treta de corona ta sinistro,0,,
1,"Não é justo que os efeitos da crise do Coronavírus atinja só a população normal.


Muitas pessoas estão sem 70, 80  e até 90% dos seus rendimentos.


Os políticos tbm precisam fazer alguns sacrifícios nessa crise.
Essa contas tem que ser dividida para todos.

*#MBLParnamirim*",0,,
1,"Essa é a solidariedade chinesa comunista! É triste, mas precisamos mostrar...se os chineses são indiferentes com suas próprias crianças, vocês acham que eles se importam com o resto do mundo??",1,,
1,"O poste Alberto Fernandez  governo assassino da Argentina  põe todo  grupo de  risco em perigo. Prejudicou a quarentena em todo país. Es um genocida
https://www.lanacion.com.ar/politica/coronavirus-tres-traspies-sufrio-gobierno-alberto-fernandez-nid2351411",1,,
1,"Boletim de fake news - 06/04, 21h 
Novas
- Denílson flagrado travesti - https://bit.ly/3bVPIdz
- Rodrigo Maia tuíte fundão eleitoral - https://bit.ly/3aPfuQK
- Prefeito Lisboa vídeo - https://bit.ly/34hyNj8
- Márcio Rocha Nasdaq vídeo - https://bit.ly/39SqM5b
- Bolsonaro decreto fim isolamento - https://bit.ly/2JJmum7
Destaques
- Alexandre Garcia texto quarentena - https://bit.ly/2yxnCH7
- Cacau Show ovos Páscoa WhatsApp - https://bit.ly/2RcyHnB
- Vinho cura coronavírus - https://bit.ly/2XbEbTd
- Greve caminhoneiros terça - https://bit.ly/34d9cYK
+
- Todas fake news coronavírus - http://bit.ly/FakeCorona
- Siga-nos WA, FB, TW, IG e YT - http://bit.ly/2LUPUzx
- Pesquise - http://bit.ly/2IBJvHG",0,,
1,"O doido do Bolsonaro ✰ Artigo de Marcos Mendes.  Cabra doido da peste ... fala cada besteira que deixa até seus eleitores com raiva ... e no final, não é que ele tá certo ?!?
O homem é tão doido, mas tão doido que resolveu peitar a Globo, uma das maiores do mundo.
Eles estão desesperados, é pau no presidente todo dia, de manhã a tarde e a noite ... e nada ... o homem nem se abala ... ele dá uma cacetada de de volta, esse doido.
O doido do Bolsonaro resolveu peitar o sistema, sim o sistema, que vem dominando o país há décadas e sugando o sangue dos brasileiros como um vampiro.
Rapaz, e não é que esse doido tirou a mamata desses políticos na marra ... não distribuiu um cargo de ministro e nem dividiu estatais para os partidos, acostumados a mamarem nas tetas do contribuinte.
Mano, os caras estão desesperados, tramando golpe a toda hora pra derrubarem BOLSONARO, mas nada dá certo ... “estão quase ficando doidos, igual o BOLSONARO ” ... tomara.
Rapaz, se reuniram presidente da Câmara, presidente do Senado, presidente do STF ... aja reunião para derrubar o doido ... mas o doido não cai.
Esse BOLSONARO é tão doido, mas tão doido, que até os inimigos infiltrados no seu governo não aguentaram e mostraram a cara.
É Doriana, é Pepa, e frutinha, Janaina, etc ... Gente, e os petralhas?
Mano, eles estão todos doentes, gemem para um lado, choram pra outro, gritam, quebram panela, inventam mentiras.
É defensora de aborto pedindo respeito à vida em época de covid-19.
Amigos, agradeço a Deus por ter me dado a oportunidade de conhecer um doido tão varrido como nosso presidente BOLSONARO.
Gostaria que Deus enviasse vários clones desse doido aqui pro Brasil.
Queria um doido na presidência da Câmara dos deputados, no Senado, no STF , um governador no meu estado, um prefeito e todos os meus vereadores.
Queria encher essa porra de doidos. Porque amigos, vivi até hoje elegendo pessoas normais e só fui roubado.",1,,
1,"Tentaram com uma facada, depois com a Amazônia em chamas, com a Marielle, com o porteiro do condomínio, com a avó da Michele, com a moça da banquinha de açaí, com o óleo venezuelano, com os palestinos, com o Queiroz, com a Joyce, com o Mácron, com o papa, com a China, com o Intercept, com os robôs do WhatsApp, com o Maia, com a Globo, com o Alcolumbre, com o STF, com a imprensa, com os governadores do nordeste, com o Witzel, com o Doria, com o Caiado, com o Centrão, com os filhos, com o Bebiano, com os militares, com o relacionamento desgastado com os ministros, com os milicianos, etc etc etc...

Ou seja, a crise atual nada tem  a ver com o COVID 19 e as estratégias para combatê-lo.

Eles querem é derrubar o presidente pois com ele no poder Executivo ninguém mais consegue roubar o Brasil. Entendeu ou quer que desenhe?

(Autoria desconhecida)",1,,
1,"Este período de quarentena é muito produtivo...  a gente fica pensando em muitas coisas. Refletindo bem eu fiz um constatação, muito mais difícil do que a China manipular o Coronavírus e o disseminar deve ter sido criar a máquina que coloca as cerdas na escova de dentes!!!!!",1,,
1,Todos em casa imunes ao virus mas da fome nao,0,,
1,Estão falando que  os chineses compraram a BAND LIXO,0,,
1,Novidade da rede Globo: o vírus resolveu mudar! Cansou de si mesmo. Agora sintomas de infarto pode ser indício de Coronavirus.,1,,1
1,"Aqui diz algo diferente, a votação era para destinar o excedente do fundo eleitoral para combater o covid19 e o bibo votou contra. 👇🏼👇🏼
http://blog.politicos.org.br/conheca-os-deputados-que-votaram-contra-a-devolucao-do-fundo-partidario/",0,,
1,"São Paulo criando protocolo animador contra a Covid-19 para o mundo: Médica Pneumologista e vc Patologista do HC/USP percebeu que o vírus provoca uma obstrução da microcirculação sanguínea e que é isso que provoca o colapso respiratório.
Então, ela desenvolveu um protocolo e começou a ministrar anticoagulantes para os pacientes da UTI, que apresentaram melhora significativa!
Esse protocolo já está sendo universalizado na rede municipal de São Paulo e agora ela terminou de submeter para publicação um artigo sobre isso a toque de caixa numa importante revista científica internacional para a difusão legitimada da 
descoberta, ou seja, nos próximos dias, podemos ter um grande avanço no combate à pandemia vindo de uma médica brasileira!",0,,1
1,"Isto explicaria a cloroquina estar funcionando, pois também tem uma pequena função anticoagulante",0,,
1,"Medidas do Governador Do Rio Grande do Sul, Eduardo Leite, para socorrer o povo gaúcho nesta pandemia de Corona vírus:

Prorrogação dos vencimentos do IPVA: Não

Redução ICM sobre conta de Luz: Não

Redução ICM sobre conta de água: Não

Redução ICM sobre combustíveis: Não

Redução ICM sobre Industria: Não

Redução ICM sobre Comércio: Não

Banrisul ajuda empresas a pagar salário dos funcionários para evitar demissões: Não

Redução dos salários do alto escalão do executivo estadual e uso desta verba na saúde: Não

Será que o problema é mesmo o Presidente da República e o Governo Federal?",0,,1
1,Isso é uma vergonha se for ver não morreu nenhum de coronavirus esses governos são os lixo Mas Deus está vendo vai cobrar esses vagabundo,0,,
