sharings,text
1,"Diante a pandemia de corona vírus onde as pessoas devem ficar dentro de casa, fica difícil para as pessoas que trabalham com o público no meio das pessoas. Então o que eu venho oferecer e o marketing digital trabalhem que nem eu usando apenas o celular e uma internet!

Marketing Digital // R$ 197

PROCURAMOS PESSOAS PARA TRABALHAR EM CASA 

- Pagamentos diários 
- Direto em suas contas bancárias
- Sem pegadinhas ou enrolação
- Média de 400 reais por dia 
- 100% pelo celular ou notebook 

Faça parte da nossa equipe, nos chame no pv que entraremos passando todas as informações"
1,"Quem avisa amigo é:


03/04/2020 14:03:38] Ricardo Simões: Resposta de um amigo Promotor de Justiça 👇👇👇

Existe risco sim . 
Um médico que atesta uma morte , na verdade está expondo uma causa provável . Só é possível verificar-se legalmente é biologicamente a causa da morte , quando é , através de necropsia e exames patológicos de vísceras . Em processos judiciais fazemos isso . Em algumas ocasiões, nem assim , é possível determinar-se s causa da morte . O fato de uma pessoa estar contaminada com COVID19   , não explica , por si só , uma morte . Eu não atestaria clinicamente
 [03/04/2020 14:03:38] Ricardo Simões: Concordo com você, porém jamais eu colocaria no atestado de óbito Covid 19, eufemismo idiota para Gripe Chinesa, sem a confirmação laboratorial. Se essa pessoa tiver um seguro de vida e você atestar como Covid-19, a seguradora está desobrigada de pagar aos familiares o valor segurado, em caso de Pandemia, e aí a família, orientada por um advogado, irá cobrar de você o dano material por eles sofridos, uma vez que o exame está negativado. Isto posto, qualquer juiz dará o ganho de causa a família e você, que seguiu o lema “a clínica é soberana” terá quer arcar com alguns milhares de reais, sem apelação.
Desculpe o alerta, mas não caiam nessa cilada. 
No Declaração de óbito, há um espaço, que nós legistas usamos é que poderá ser colocado, que aguarda exame para confirmação ou não de qualquer patologia, e posteriormente o resultado ser encaminhado para a Vigilância Sanitária."
1,"Alguém poderia criar um gem específico para contaminar com
O corona só os comunistas. Poderia ser no
Milho"
1,"O cantor Bono, vocalista do U2, compôs uma música para homenagear as pessoas que lutam contra o novo coronavírus em todo o mundo. Intitulada “Let Your Love Be Known”"
1,"Olá bom dia! 
Este é o link do auxílio emergencial para autônomos , micro empresário e desempregados
Esse site é o site/link oficial da caixa para realizar o cadastro para recebimento do auxílio emergencial COVID-19 de R$600 reais.

Secretaria Municipal de assistência social 


https://auxilio.caixa.gov.br/#/inicio"
1,"Olha as crianças saindo da creche.
Até me emocionei.
Esse é o nosso Brasil!
Vão matar mais que o coronavírus...
👇🏾👇🏾👇🏾👇🏾"
1,"Família de Londrina que todos pegaram o coronavirus e não foram para o hospital
Assista este vídeo"
1,*Empresa brasileira acelera produção de testes rápidos de coronavírus - RENOVA Mídia*https://renovamidia.com.br/empresa-brasileira-acelera-producao-de-testes-rapidos-de-coronavirus/
1,"Está formalizado o Comitê Científico do Consórcio Nordeste, idealizado pelo governador Rui Costa, com o intuito de auxiliar os governadores da região na tomada de decisões sobre as ações de combate ao #coronavírus. O cientista Miguel Nicolelis e o físico e ex-ministro de Ciência e Tecnologia Sérgio Rezende coordenam o grupo.

A comissão fará reuniões periódicas com autoridades científicas brasileiras e de outros países, a exemplo da Itália, Alemanha e China, para discutir soluções na tentativa de frear a disseminação de casos da #Covid19. Em videoconferência na manhã desta terça (31), os membros do Comitê realizaram a primeira reunião, apresentando a metodologia que irão usar para ajudar os nove governadores a embasarem cientificamente as ações nos estados.

Em 2019, a Assembleia Legislativa da Bahia aprovou iniciativa do nosso mandato de concessão da Comenda 2 de Julho a Nicolelis, pelos serviços prestados à Bahia de grande contribuição para o avanço científico no Estado. Em, Serrinha, teve fundamental participação na implantação da Escola de Ciência.
#TodosContraOCoronavírus

https://www.instagram.com/p/B-Z9UPnA56m/"
1,https://www.odefensorcosmearaujo.com.br/2020/03/31/chapada-moradores-do-vale-do-capao-fazem-barreira-para-conter-chegada-de-covid-19/
1,"https://www.terra.com.br/noticias/coronavirus/informal-nao-podera-sacar-o-auxilio-emergencial-ao-receber,5e2765ce68c73f1e59df3087ac76ef6be720pzmk.html"
1,"Em meio à pandemia de Covid-19, Witzel amplia comissionados e gratificações - https://m.extra.globo.com/noticias/extra-extra/em-meio-pandemia-de-covid-19-witzel-amplia-comissionados-gratificacoes-24350590.html?utm_source=WhatsApp&utm_medium=Social&utm_campaign=compartilhar"
1,"Da uma olhada, na lotação dos hospitais em Brasília por conta do Covid-19."
1,"Oportunidade para journalists Brasileiros: uma Amiga minha pela ""National Academies of Sciences, Medicine and Engineering"" (NAS) - Academia Nacional de Ciências Medicina e Engenharia daqui dos EUA me passou essa oportunidade pra matéria pra National Geographic

https://www.nationalgeographic.org/funding-opportunities/grants/what-we-fund/covid-19-emergency-fund/"
1,"Ricardo Amorim no Linkedin: “Em todos os países, os Congressistas ganham mais do que o povo, mas em nenhum país, a diferença é tão grande quanto no Brasil, sem nem falar em auxílios, aposentadoria, etc. O mínimo que seria de se esperar é que, na hora do aperto, os políticos seriam os 1°s a dividir os sacrifícios com a população e cortar os próprios salários e redirecionar os recursos dos fundos Eleitoral e Partidário para a luta contra o coronavírus. Não reeleja absolutamente NENHUM político que não exigir que isso aconteça”. #fundaocontraocorona #fimdofundoeleitoral #fimdofundopartidario
É O SALÁRIO PURO, SEM AS FAMOSAS GRATIFICAÇÕES, ADICIONAIS,...😡🤬😡🤬😡🤬🤮🤮🤮🤮🤮🤮🤮🤮"
1,https://republicanos10.org.br/noticias/parlamentares/projeto-propoe-o-congelamento-de-planos-de-saude-durante-a-crise-da-covid-19/
1,"Então, tem várias pessoas incriminadas e se declarando culpadas de conecção com a China, mas nem tudo tem  haver com o coronavirus.

Esse ""factcheck.org"" ajuda descobrir o q é fake news."
1,Dps q o corona para eu vejo quanto vai ser o frete
1,https://www.factcheck.org/2020/02/no-link-between-harvard-scientist-charles-lieber-and-coronavirus/
1,"Aqui.   BOMBA!!!!!

Vamos compartilhar isso 

ELES ESTÃO NA 3a FASE AGORA DO PLANO COMUNISTA:
1a FASE :   ERA O LULA IR PRA EUROPA COMBINAR COM O PAPA E OUTROS LIDERES PRA TRAZER UM CAOS PARA O BRASIL JUNTO COM ESSE VIRUS, NESSA MESMA ETAPA DE PRIMEIRA FASE .. FHC - FERNANDO HENRIQUE CARDOSO ,,, FICARIA COMBINANDO COM TODOS OS GOVERNADORES ESQUERDISTAS E PREFEITOS ESQUERDISTAS COMO PARAR O BRASIL TUDO EM OCULTO ... DIRETÓRIO DE PARTIDO PRA DIRETÓRIO  .....
2a FASE :  OS ESQUERDISTAS INFILTRADOS QUE FORAM ENFIADOS NA GOELA DO BOLSONARO NAS ULTIMAS ELEIÇÕES PELO FHC ... DORIA, JANAINA, JOICE, KIM, FROTA ,,, TODOS FARIAM O MESMO DISCURSO DIZENDO QUE ESTARIAM ARREPENDIDOS DE VOTAR EM BOLSONARO E NÃO APOIARIAM MAIS O PRESIDENTE ........ A JOGADA ALI E FALAR DE ARREPENDIMENTO ... PRA FAZER UM BANDO DE IDIOTAS QUE ASSISTEM A GLOBO E TAMBÉM VOTARAM NO BOLSONARO ... COMEÇAR PENSAR A MESMA COISA 
3 a FASE :  ELES CONFINARIAM AS PESSOAS EM CASA ... ESSE ERA A PARTE  DOS GOVERNADORES E PREFEITOS CONFINAR O POVO METE MEDO E JUNTO COM A GLOBO METER O TERROR 
4a FASE : A ECONOMIA COMEÇA ENTRAR EM COLAPSO ... COMEÇA AS DEMISSÕES, PORTAS COMEÇAM FECHAR ... POVO COMEÇA SE REVOLTAR, COMEÇA SAIR DE CASA .. E COMEÇA OS SAQUES ..... ESSA É A PARTE MAIS IMPORTANTE PARA OS COMUNISTAS .... PORQUE NESSA FASE .. BOLSONARO SE OBRIGA CHAMAR A FORÇA NACIONAL ... E BOTAR O EXERCITO NA RUA .... A POLICIA VAI TER QUE REPREENDER OS SAQUES E CONTER O POVO .... NESSA FASE TAMBÉM ... OS ESQUERDISTAS JÁ COMEÇAM COLOCAR OS MILITANTES DELES NA RUA DISTRIBUINDO PANFLETOS DIZENDO QUE BOLSONARO ERA O CULPADO POR QUERER MATAR TODO MUNDO DE FOME .... NESSE PONTO O PAÍS VIRA UM CAOS .... ELES COLOCAM MIDIA NINJA ... FILMANDO OS SAQUES .. POLICIA BATENDO EM LADRÃO ... PEGAM ESSES VIDEOS E MANDAM PRA ONU .... E LIDERES DE OUTROS PAISES .... E TRANSFORMAM BOLSONARO NUM TERRORISTA ................... É NESSA FASE QUE NOS TEMOS QUE INTERCEPTAR ELES ... NÃO DEIXAR ISSO ACONTECER .... TEMOS QUE DAR UM JEITO DE REABRIR TUDO ANTES DE VIR O CAOS .... COM MAIS 1 SEMANA NO MAXIMO 2 SEMANAS OS ESQUERDISTAS JÁ CONSEGUEM ISSO 
5a ETAPA : ELES PEDEM O IMPEACHMENT DO BOLSONARO E COLOCAM O INDIO COMUNISTA NO LUGAR ... GENERAL MOURÃO ... OU RODRIGO MAIA ... MAS COM CERTEZA ELES VÃO COLOCAR MOURÃO PRA NINGUÉM DESCONFIAR O GOLPE ... PORQUE COM O INDIO COMUNISTA NO PODER .. INDIO QUE AJUDOU ANGOLA IMPLANTAR COMUNISMO POR 1 ANO .. INDIO QUE AJUDOU HUGO CHAVEZ IMPLANTAR COMUNISMO POR 2 ANOS ..... SE ELES COLOCAREM O INDIO .... VAI TER IDIOTA DE DIREITA .... AINDA FALANDO ..... QUE VAI SER PIOR PRA ESQUERDA ... PORQUE MOURÃO É DO EXERCITO ....... POBRE DESSAS PESSOAS QUE NÃO SABEM QUEM É MOURÃO .... FEZ UMA BRIGUINHA COM A DILMA ... DO DIA PRA NOITE ... VIROU HEROI .. E DO DIA PRA NOITE VIROU VICE PRESIDENTE DA REPUBLICA .... E DA BRIGUINHA PRA TRÁS COM A DILMA ... QUASE NINGUÉM SABE DA VIDA DESSE SUJEITO ..... BOLSONARO NOS SABEMOS QUEM É QUE JÁ ESTA AI 28 ANOS COMBATENDO SOZINHO PRATICAMENTE ESSES ESQUERDISTAS .... NÃO PENSEM QUE ESSE CAOS TODO QUE ESTA SE INSTALANDO NO BRASIL ... ACONTECEU ASSIM DO NADA .... FOI MUITO BEM ORQUESTRADO POR ELES ... E O FHC .. FERNANDO HENRIQUE CARDOSO ... É O GRANDE ESTRATEGISTA DA ESQUERDA É ELE QUE COMANDA TUDO .... LULA É SO UMA PUTINHA DO FHC ... FAZ TUDO O QUE FHC MANDA ........... EU SOU UMA, DAS POUCAS PESSOAS QUE PRESTA ATENÇÃO NO FHC .... ELE É UMA RAPOSA COMUNISTA QUE AGE EM OCULTO ... NINGUÉM IMAGINA QUE É ELE ....... LULA O JEGUE JAMAIS TERIA INTELIGENCIA PRA ELABORAR E COMANDAR TODAS ESSAS ESTRATÉGIA .... PRA VC TER UMA IDEIA FOI O FHC ... QUE CRIOU UM SOFTER UM PROGRAMA QUE CONTROLA TODA A ARRECADAÇÃO TRIBUTÁRIA DO BRASIL .... TUDO QUE ENTRA PRO GOVERNO E A DISTRIBUIÇÃO DE VERBAS ... QUANTO VAI PRO EXECUTIVO, QUANTO VAI PRO LEGISLATIVO E QUANTO VAI PRO JUDICIÁRIO ......... TEM UM VIDEO DO PAULO GUEDES FALANDO ISSO QUE 96% DA ARRECADAÇÃO TRIBUTÁRIA NO BRASIL .... JÁ É DESTINADA AUTOMATICAMENTE .... E NESSE AUTOMATICO ... ELES DESVIAM BILHÕES .. TALVEZ TRILHÕES  AGORA EU FALANDO TUDO ISSO AQUI .... PARECE QUE EU SOU DOIDO NÃO É ...? ESPEREM 2 SEMANAS .. E VCS VÃO VER SE TUDO QUE ESCREVI AQUI NÃO VAI ACONTECER ......... NOS TEMOS QUE PARAR ELES NA 
4a FASE : TEMOS QUE FAZER O POVO VOLTAR TRABALHAR ... E NÃO DEIXAR O BRASIL ENTRAR EM COLAPSO .... NÃO PODEMOS DEIXAR O BRASIL VIRAR UM CAOS ... NÃO PODEMOS DEIXAR COMEÇAR ACONTECER OS SAQUES ..... ISSO É TUDO QUE OS ESQUERDISTAS PRECISAM PRA TERMINAR O PLANO DELES ...............
tps://noticias.uol.com.br/politica/ultimas-noticias/2020/03/24/fhc-diz-que-e-melhor-o-fim-de-bolsonaro-do-que-do-povo-com-coronavirus.htm"
1,"CHEIRO DE PÓLVORA NO AR

Alberto Saraiva

1. Trump denunciou a Venezuela como um narcoestado e Maduro como narcotraficante;

2. Propôs que ele e Gauidó renunciassem, para que novas eleições ocorressem. Maduro se recusou;

3. O governo Trump ofereceu recompensa de 15 milhões de dólares para quem desse informações que levassem à captura de Maduro;

4. O Southern Command é a força encarregada das operações ao Sul dos EUA, o que inclui o Golfo do México e o Caribe;

5. Bolsonaro, quando esteve nos EUA, fez visita ao Southern Command;

6. Trump liberou 60 bilhões de dólares ao Brasil  para ""combate ao Corona Vírus"". Talvez seja só para o ""Combate"";

7. O Exército Brasileiro transferiu em janeiro o Comando de Artilharia do RS para Formosa-GO, que fica a apenas 79 km de Brasília, às portas da Amazônia Legal. E não é de se desprezar que agora a Capital está a pouco mais de uma hora de viagem de uma coluna de tanques e blindados;

8. Trump convocou 1 milhão de reservistas da Guarda Nacional. Quando isso ocorre, é para evitar que o US Army seja utilizado em segurança interna;

9. O Ministério da Defesa do Brasil cancelou todas as férias de integrantes das FFAA;

9. Todos os F5 da Base Aérea de Goiânia (a maior do Brasil) estão abastecidos e armados;

10. A Marinha do Brasil deslocou navios de guerra para a Costa dos estados do Pará e do Amapá;

11. Há alguns meses, o VP Hamilton Mourão foi designado ""Coordenador de Ações Ambientais na Amazônia"". Se pode ir além de Ações Ambientais, não se sabe;

12. Mourão conhece a Amazônia como poucos, porque foi Comandante Militar da Região. E no posto de Coordenador Geral ele já está;

13. Sem que a ordem tenha partido de Mourão, as Bases aéreas da Amazônia estão em alerta amarelo. E os A-10, AMX e SuperTucano, que são aeronaves de combate ao solo, estão abastecidas e armadas, assim como helicópteros de ataque BlackHawk;

13. O Southern Command enviou uma frota naval muito poderosa para o mar da Venezuela;

14. A Rússia, grande aliada de Maduro, ainda não se pronunciou sobre a movimentação de navios e tropas;

15. A China também não;

16. Trump convocou Rede Nacional nos EUA para hoje, às 18:00.

Vai falar sobre a pandemia do Corona Vírus?

Alberto Saraiva, listando fatos, fazendo uma pergunta e uma ou outra insinuação, mas sem emitir opinião.

Veja mais em Textos de Alberto Saraiva 

(Só compartilhe sem editar ou suprimir a autoria)

SSA, 04 ABR 20 - 16:30"
1,Mesmo sabendo que todos nós estamos cansados de só ver e ler sobre esse COVID 19 entendo que este áudio é muito claro e pode nos dar mais segurança com o que estamos passando
1,"*NOVO SERVIÇO RÁPIDOCAR🚘 - DELIVERY DE TUDO EM MINUTOS* 

A plataforma da rápidocar está com uma nova função para evitar agloremações é pra você evitar sair de casa. Agora você pode contar com um Serviço de entregas 

É muito simples e fácil de usar, é como uma chamada comum porém no momento de chamar você irá selecionar a CATEGORIA ENTREGA.

Você coloca a origem de onde será coletado a encomenda, e o destino para onde deve ser entregue. Lá você irá verificar valor do frete e confirma, logo o motorista irá ligar ou falar pelo chat do aplicativo para maiores informações.

Simples assim! 

Caso você tenha um estabelecimento ou comércio e precisa de um serviço de entregas rápido agora pode contar com os carros  da rápidocar Delivery de tudo em Minutos. Juntos iremos vencer o CoronaVirus.
*Baixe  Agora o App*

Disponível Google Play e App Store

🌐 Android

http://twixar.me/PxBK

🌐 Apple

http://twixar.me/xxBK

Disponível Google Play e App 
https://play.google.com/store/apps/details?id=br.com.rapidocarurbano.passenger.drivermachine"
1,"😱😱😱  GENTE! Eu estava revendo um seriado antigo de 2003, O Vidente, segunda temporada  episódio 14, cujo título é a peste, uma epidemia nos EUA de um vírus mortal. Imaginem o meu espanto quando o vírus é identificado como CORONAVIRUS e a CURA é a CLOROQUINA, inclusive dizendo que a China já tinha usado em pacientes com SUCESSO, 2003!!!!! 😱😱😱 O roteirista tirou a informação de onde? A China já sabia?"
1,"OLHEM O TAMANHO DA ASNEIRA.
Nesse período de coronavírus eu já ouvi muita bobagem, vários idiotas comentando sobre o que não conhecem, mas esse sujeito aí conseguiu fazer o pronunciamento mais imbecil de todos. Acho que durante o tempo de cadeia ele andou lendo algum livro da Dilma. Esse presidiário quadrúpede só não é completamente imprestável, porque ainda serve como mau exemplo. É um debil mental. 👇🏻👇🏻👇🏻👇🏻"
1,"PORQUE DEFENSORES DO LOCKDOWN PODEM PEDIR MÚSICA NO FANTÁSTICO 
Quando coloquei a questão pela primeira vez em um vídeo, ainda em março, fui vítima até de criação de um dossiê falso, acusando-me de disseminar “fake news”, veiculado em imprensa de claro viés político. Não me deixei abalar, e, ao invés de me esconder (como o autor do dossiê queria), eu mesmo postei a reportagem mal intencionada do jornal, reforçando meus pontos. Vamos resumir brevemente o que já sabíamos, para que este post não seja apenas um desabafo (já que sou agradecido demais pelo que tenho e pelo que sou e, portanto, vitimização nunca é/ será meio/ objetivo para nada relacionado à minha pessoa):
1) Apenas uma fração da população é suscetível ao vírus (polimorfismos ACE-2, polimorfismos IFIM3, presença de resistência cruzada mediada por CD4 contra epítopos de coronavírus humanos, entre outros, explicam a heterogeneidade à suscetibilidade);
2) Apenas uma fração dos suscetíveis se expõe a pacientes infecciosos (diferentes graus de conectividade humana) e efetivamente se infectam;
3) Os itens 2 e 3 fazem com que o valor de Z (progênie da Ro) siga uma distribuição binomial negativa, com variância que é inversamente proporcional ao coeficiente de dispersão (k);
4) O item 3 explica porque o limiar de rebanho verdadeiro não segue o modelo unicompartimental homogêneo 1-1/Ro. Há de se considerar a variância Ro (1+Ro/k);
5) O item 4 explica porque um número menor de infectados são necessários para que haja esgotamento acelerado dos suscetíveis (verdadeiro limiar de rebanho);
6) O item 4 também explica porque não há transmissão comunitária exponencial, e sim transmissão em conjunto de clusters. Curvas em formatos de sinete representam o conjunto de clusters e fenômenos de gargalos de testagem;
7) O item 6 explica porque medidas de lockdown não fazem diferença nos números de casos de um país. Os casos surgem a partir de uma fração pequena de infectados sintomáticos particularmente infecciosos e os suscetíveis são os mais rapidamente removidos do pool;
8)O item 7 explica porque não devemos defender o lockdown horizontal. Comparar um país a outro e dizer que tal desfecho se deveu a este ou aquele outro grau de restrição social é desconhecimento triplo: epidemiológico, virológico e imunológico. Defendeu lockdown, pode pedir música no Fantástico."
1,https://noticias.r7.com/saude/cientista-alemao-afirma-que-coronavirus-nao-passa-por-objetos-03042020
1,"FAÇAM IDEIA DE QUANTOS VÃO  MORRER POR CONTA DA QUEBRADEIRA ECONÔMICA. NÃO ENTRE NO ALARMISMO SÓ  PORQUE AS ENTIDADES COMUNISTAS INTERNACIONAIS QUEREM. VEJAM OS NÚMEROS:
População mundial.                       7.773.200.000
Morrem/Dia.                                             159.800
Nascem/Dia.                                             380.717
Crescimento Populacional DIA/              220.880
Mortes por doenças transmissíveis/Dia   35.270
Mortes por cãncer/Dia                               22.320
Mortes por fumo/Dia.                                 13.570
Mortes por álcool/Dia                                  6.797
Mortes por HIV /Dia                                     4.568
Mortes por Acidente Transito/Dia.              3.668
Mortes por suicídio/Dia.                               2.914
Mortes por Malária/Dia                                 2.665
Mortes por CORONAVÍRUS/Dia,considerando 
todas as mortes em 2 meses:                         283  

21,3% dos Italianos tem mais de 65 anos
 8,06% dos brasileiros tem mais de 65 anos

No Brasil morre todos os dias                   4.083
No Brasil NASCE todos os dias                 8.054

Fonte: INDEXMUNDI/ WOLDMETERS                    

Ter as informações é importantíssimo para entendermos a realidade!
Estamos em uma histeria coletiva e pagaremos um preço altíssimo por isso.
A Economia é VIDA
Quebradeira geral é MORTE
Estejamos cientes de que a população fora de risco PODE E DEVE TRABALHAR, para ter como apoiar os que não podem e cuidar de si mesmo. O País precisa acordar para a realidade, caso contrario o choro pós vírus sera muitíssimo maior."
1,"URGENTE A TODOS OS PATRIOTAS.

                          URGENTE

ELES ESTÃO NA 3a FASE AGORA ............ DO PLANO COMUNISTA ......... O 1a FASE - ERA O LULA IR PRA EUROPA COMBINAR COM O PAPA E OUTROS LIDERES PRA TRAZER UM CAOS PARA O BRASIL JUNTO COM ESSE VIRUS, NESSA MESMA ETAPA DE PRIMEIRA FASE .. FHC - FERNANDO HENRIQUE CARDOSO ,,, FICARIA COMBINANDO COM TODOS OS GOVERNADORES ESQUERDISTAS E PREFEITOS ESQUERDISTAS COMO PARAR O BRASIL TUDO EM OCULTO ... DIRETÓRIO DE PARTIDO PRA DIRETÓRIO  ..... NA 2a FASE OS ESQUERDISTAS INFILTRADOS QUE FORAM ENFIADOS NO RABO DO BOLSONARO NAS ULTIMAS ELEIÇÕES PELO FHC ... DORIA, JANAINA, JOICE, KIM, FROTA ,,, TODOS FARIAM O MESMO DISCURSO DIZENDO QUE ESTARIAM ARREPENDIDOS DE VOTAR EM BOLSONARO E NÃO APOIARIAM MAIS O PRESIDENTE ........ A JOGADA ALI E FALAR DE ARREPENDIMENTO ... PRA FAZER UM BANDO DE IDIOTAS QUE ASSISTEM A GLOBO E TAMBÉM VOTARAM NO BOLSONARO ... COMEÇAR PENSAR A MESMA COISA ..... 3 a FASE ... ELES CONFINARIAM AS PESSOAS EM CASA ... ESSE ERA A PARTE  DOS GOVERNADORES E PREFEITOS CONFINAR O POVO METE MEDO E JUNTO COM A GLOBO METER O TERROR .... 4a FASE A ECONOMIA COMEÇA ENTRAR EM COLAPSO ... COMEÇA AS DEMISSÕES, PORTAS COMEÇAM FECHAR ... POVO COMEÇA SE REVOLTAR, COMEÇA SAIR DE CASA .. E COMEÇA OS SAQUES ..... ESSA É A PARTE MAIS IMPORTANTE PARA OS COMUNISTAS .... PORQUE NESSA FASE .. BOLSONARO SE OBRIGA CHAMAR A FORÇA NACIONAL ... E BOTAR O EXERCITO NA RUA .... A POLICIA VAI TER QUE REPREENDER OS SAQUES E CONTER O POVO .... NESSA FASE TAMBÉM ... OS ESQUERDISTAS JÁ COMEÇAM COLOCAR OS MILITANTES DELES NA RUA DISTRIBUINDO PANFLETOS DIZENDO QUE BOLSONARO ERA O CULPADO POR QUERER MATAR TODO MUNDO DE FOME .... NESSE PONTO O PAÍS VIRA UM CAOS .... ELES COLOCAM MIDIA NINJA ... FILMANDO OS SAQUES .. POLICIA BATENDO EM LADRÃO ... PEGAM ESSES VIDEOS E MANDAM PRA ONU .... E LIDERES DE OUTROS PAISES .... E TRANSFORMAM BOLSONARO NUM TERRORISTA ................... É NESSA FASE QUE NOS TEMOS QUE INTERCEPTAR ELES ... NÃO DEIXAR ISSO ACONTECER .... TEMOS QUE DAR UM JEITO DE REABRIR TUDO ANTES DE VIR O CAOS .... COM MAIS 1 SEMANA NO MAXIMO 2 SEMANAS OS ESQUERDISTAS JÁ CONSEGUEM ISSO ..... 5a ETAPA - ELES PEDEM O IMPEACHMENT DO BOLSONARO E COLOCAM O INDIO COMUNISTA NO LUGAR ... GENERAL MOURÃO ... OU RODRIGO MAIA ... MAS COM CERTEZA ELES VÃO COLOCAR MOURÃO PRA NINGUÉM DESCONFIAR O GOLPE ... PORQUE COM O INDIO COMUNISTA NO PODER .. INDIO QUE AJUDOU ANGOLA IMPLANTAR COMUNISMO POR 1 ANO .. INDIO QUE AJUDOU HUGO CHAVEZ IMPLANTAR COMUNISMO POR 2 ANOS ..... SE ELES COLOCAREM O INDIO .... VAI TER IDIOTA DE DIREITA .... AINDA FALANDO ..... QUE VAI SER PIOR PRA ESQUERDA ... PORQUE MOURÃO É DO EXERCITO ....... POBRE DESSAS PESSOAS QUE NÃO SABEM QUEM É MOURÃO .... FEZ UMA BRIGUINHA COM A DILMA ... DO DIA PRA NOITE ... VIROU HEROI .. E DO DIA PRA NOITE VIROU VICE PRESIDENTE DA REPUBLICA .... E DA BRIGUINHA PRA TRÁS COM A DILMA ... QUASE NINGUÉM SABE DA VIDA DESSE SUJEITO ..... BOLSONARO NOS SABEMOS QUEM É QUE JÁ ESTA AI 28 ANOS COMBATENDO SOZINHO PRATICAMENTE ESSES ESQUERDISTAS .... NÃO PENSEM QUE ESSE CAOS TODO QUE ESTA SE INSTALANDO NO BRASIL ... ACONTECEU ASSIM DO NADA .... FOI MUITO BEM ORQUESTRADO POR ELES ... E O FHC .. FERNANDO HENRIQUE CARDOSO ... É O GRANDE ESTRATEGISTA DA ESQUERDA É ELE QUE COMANDA TUDO .... LULA É SO UMA PUTINHA DO FHC ... FAZ TUDO O QUE FHC MANDA ........... EU SOU UMA, DAS POUCAS PESSOAS QUE PRESTA ATENÇÃO NO FHC .... ELE É UMA RAPOSA COMUNISTA QUE AGE EM OCULTO ... NINGUÉM IMAGINA QUE É ELE ....... LULA O JEQUE JAMAIS TERIA INTELIGENCIA PRA ELABORAR E COMANDAR TODAS ESSAS ESTRATÉGIA .... PRA VC TER UMA IDEIA FOI O FHC ... QUE CRIOU UM SOFTER UM PROGRAMA QUE CONTROLA TODA A ARRECADAÇÃO TRIBUTÁRIA DO BRASIL .... TUDO QUE ENTRA PRO GOVERNO E A DISTRIBUIÇÃO DE VERBAS ... QUANTO VAI PRO EXECUTIVO, QUANTO VAI PRO LEGISLATIVO E QUANTO VAI PRO JUDICIÁRIO ......... TEM UM VIDEO DO PAULO GUEDES FALANDO ISSO QUE 96% DA ARRECADAÇÃO TRIBUTÁRIA NO BRASIL .... JÁ É DESTINADA AUTOMATICAMENTE .... E NESSE AUTOMATICO ... ELES DESVIAM BILHÕES .. TALVEZ TRILHÕES  AGORA EU FALANDO TUDO ISSO AQUI .... PARECE QUE EU SOU DOIDO NÃO É ...? ESPEREM 2 SEMANAS .. E VCX VÃO VER SE TUDO QUE ESCREVI AQUI NÃO VAI ACONTECER ......... NOS TEMOS QUE PARAR ELES NA 4a FASE ... TEMOS QUE FAZER O POVO VOLTAR TRABALHAR ... E NÃO DEIXAR O BRASIL ENTRAR EM COLAPSO .... NÃO PODEMOS DEIXAR O BRASIL VIRAR UM CAOS ... NÃO PODEMOS DEIXAR COMEÇAR ACONTECER OS SAQUES ..... ISSO É TUDO QUE OS ESQUERDISTAS PRECISAM PRA TERMINAR O PLANO DELES ...............

tps://noticias.uol.com.br/politica/ultimas-noticias/2020/03/24/fhc-diz-que-e-melhor-o-fim-de-bolsonaro-do-que-do-povo-com-coronavirus.htm"
1,Meee ta con coronavirus😂😂
1,Só escrever na do covid se tiver exame mostrando. Ou família perde seguro de vida
1,http://www.fabiorobertonoticias.com.br/v1/2020/04/04/homem-de-53-anos-e-o-11o-caso-de-coronavirus-em-ilheus/
1,https://arede.info/ponta-grossa/319955/pg-tem-cinco-novos-casos-suspeitos-da-covid-19
1,https://www.blogolinguasolta.com.br/2020/03/mais-dois-casos-de-covid-19-em-ilheus.html
1,"DE INÍCIO COM 40 LEITOS PARA ENFERMOS DA PANDEMIA DO COVID-19

SERÁ TRANSFORMADO O CENTRO DE CONVENÇÕES EM UM ""(MINI HOSPITAL)"". UMA PARCERIA DO GOVERNO DO ESTADO E MARÃO

#JUNTOSPELONOSSOPOVO"
1,"NO AR. O que é fato, ficção e contradição no quarto pronunciamento de Bolsonaro sobre o novo coronavírus. https://t.co/zRxetfCoKd #coronavirusfacts #coronavirus https://t.co/dNwr9Ij75l"
1,"ITABUNA REGISTRA O QUARTO CASO DE CORONAVÍRUS 

 https://ipolitica.blog.br/?p=36529

👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽"
1,Só para lembrar o governador Zema ... que morre mais gente no anel rodoviário do que de corona vírus 😒
1,https://thiagorachid.com.br/mandetta-coronavirus-saude/
1,https://www.blogolinguasolta.com.br/2020/03/central-covid-19-da-secretaria-de-saude.html
1,https://www.cartacapital.com.br/mundo/franceses-tem-5-motivos-autorizados-para-sair-de-casa-durante-isolamento-pelo-coronavirus/
